Date,Product,Category,Units Sold,Revenue,Cost,Returns,Customer Acquisition Cost,Average Order Value
2024-01-23,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,1,80.48,129.99
2024-01-23,Gaming Mouse Pro,Peripherals,14,979.86,392,0,142.94,69.99
2024-01-23,Webcam 4K,Peripherals,9,809.91,360,0,173.14,89.99
2024-01-23,Portable SSD 1TB,Storage,11,1187.9,660,0,235.73,107.99
2024-01-23,Phone Case Premium,Accessories,26,649.74,208,1,285.02,24.99
2024-01-23,Screen Protector 3-Pack,Accessories,31,418.22,124,3,525.25,13.49
2024-01-23,Wireless Charger Fast,Accessories,18,629.82,216,1,382.07,34.99
2024-01-23,Bluetooth Speaker,Audio,13,779.87,325,0,215.35,59.99
2024-01-23,Noise Cancelling Headphones,Audio,7,1399.93,630,0,149.2,199.99
2024-01-23,Tablet Stand Adjustable,Accessories,16,479.84,160,1,252.59,29.99
2024-01-23,Cable Organizer Set,Accessories,22,439.78,132,0,355.14,19.99
2024-01-24,Wireless Earbuds Pro,Audio,14,1119.86,490,1,328.51,79.99
2024-01-24,Smart Watch Ultra,Wearables,7,1889.94,1050,0,128.39,269.99
2024-01-24,Laptop Stand Premium,Accessories,11,494.9,198,0,206.39,44.99
2024-01-24,USB-C Hub 7-in-1,Accessories,19,759.81,285,1,473.26,39.99
2024-01-24,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,164.63,129.99
2024-01-24,Gaming Mouse Pro,Peripherals,13,818.88,364,1,292.47,62.99
2024-01-24,Webcam 4K,Peripherals,8,719.92,320,0,162.03,89.99
2024-01-24,Portable SSD 1TB,Storage,10,1199.9,600,0,118.84,119.99
2024-01-24,Phone Case Premium,Accessories,24,599.76,192,1,361.72,24.99
2024-01-24,Screen Protector 3-Pack,Accessories,29,391.24,116,2,559.9,13.49
2024-01-24,Wireless Charger Fast,Accessories,17,594.83,204,0,402.74,34.99
2024-01-24,Bluetooth Speaker,Audio,12,647.89,300,1,115.02,53.99
2024-01-24,Noise Cancelling Headphones,Audio,6,1079.95,540,0,130.8,179.99
2024-01-24,Tablet Stand Adjustable,Accessories,15,449.85,150,1,263.2,29.99
2024-01-24,Cable Organizer Set,Accessories,21,419.79,126,0,294.23,19.99
2024-01-25,Wireless Earbuds Pro,Audio,15,1199.85,525,1,303.87,79.99
2024-01-25,Smart Watch Ultra,Wearables,8,2399.92,1200,0,111.82,299.99
2024-01-25,Laptop Stand Premium,Accessories,12,599.88,216,0,229.97,49.99
2024-01-25,USB-C Hub 7-in-1,Accessories,20,799.8,300,0,447.43,39.99
2024-01-25,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,1,177.6,129.99
2024-01-25,Gaming Mouse Pro,Peripherals,14,979.86,392,1,343.94,69.99
2024-01-25,Webcam 4K,Peripherals,9,809.91,360,0,170.33,89.99
2024-01-25,Portable SSD 1TB,Storage,11,1187.9,660,1,243.11,107.99
2024-01-25,Phone Case Premium,Accessories,26,649.74,208,1,518.59,24.99
2024-01-25,Screen Protector 3-Pack,Accessories,31,464.69,124,1,251.22,14.99
2024-01-25,Wireless Charger Fast,Accessories,18,629.82,216,1,266.64,34.99
2024-01-25,Bluetooth Speaker,Audio,13,779.87,325,1,110.78,59.99
2024-01-25,Noise Cancelling Headphones,Audio,7,1399.93,630,0,105.96,199.99
2024-01-25,Tablet Stand Adjustable,Accessories,16,479.84,160,1,324.27,29.99
2024-01-25,Cable Organizer Set,Accessories,23,459.77,138,2,217.22,19.99
2024-01-26,Wireless Earbuds Pro,Audio,12,959.88,420,1,233.49,79.99
2024-01-26,Smart Watch Ultra,Wearables,6,1799.94,900,0,97.54,299.99
2024-01-26,Laptop Stand Premium,Accessories,10,499.9,180,0,208.34,49.99
2024-01-26,USB-C Hub 7-in-1,Accessories,17,679.83,255,1,217.86,39.99
2024-01-26,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,0,154.73,129.99
2024-01-26,Gaming Mouse Pro,Peripherals,12,755.89,336,0,218.26,62.99
2024-01-26,Webcam 4K,Peripherals,7,566.94,280,0,81.14,80.99
2024-01-26,Portable SSD 1TB,Storage,9,1079.91,540,0,122.2,119.99
2024-01-26,Phone Case Premium,Accessories,21,472.31,168,2,230.72,22.49
2024-01-26,Screen Protector 3-Pack,Accessories,25,374.75,100,2,412.61,14.99
2024-01-26,Wireless Charger Fast,Accessories,15,524.85,180,1,138.38,34.99
2024-01-26,Bluetooth Speaker,Audio,11,659.89,275,0,91.5,59.99
2024-01-26,Noise Cancelling Headphones,Audio,6,1199.94,540,0,106.73,199.99
2024-01-26,Tablet Stand Adjustable,Accessories,13,389.87,130,1,196.31,29.99
2024-01-26,Cable Organizer Set,Accessories,19,379.81,114,0,256.9,19.99
2024-01-27,Wireless Earbuds Pro,Audio,11,879.89,385,1,260.0,79.99
2024-01-27,Smart Watch Ultra,Wearables,6,1619.95,900,0,72.82,269.99
2024-01-27,Laptop Stand Premium,Accessories,9,449.91,162,0,132.55,49.99
2024-01-27,USB-C Hub 7-in-1,Accessories,15,599.85,225,0,204.93,39.99
2024-01-27,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,69.57,129.99
2024-01-27,Gaming Mouse Pro,Peripherals,10,699.9,280,1,139.39,69.99
2024-01-27,Webcam 4K,Peripherals,6,539.94,240,0,131.13,89.99
2024-01-27,Portable SSD 1TB,Storage,8,959.92,480,0,90.83,119.99
2024-01-27,Phone Case Premium,Accessories,19,474.81,152,2,363.73,24.99
2024-01-27,Screen Protector 3-Pack,Accessories,22,329.78,88,2,360.8,14.99
2024-01-27,Wireless Charger Fast,Accessories,13,454.87,156,1,203.21,34.99
2024-01-27,Bluetooth Speaker,Audio,9,539.91,225,0,169.2,59.99
2024-01-27,Noise Cancelling Headphones,Audio,5,999.95,450,0,93.31,199.99
2024-01-27,Tablet Stand Adjustable,Accessories,12,359.88,120,0,186.21,29.99
2024-01-27,Cable Organizer Set,Accessories,16,319.84,96,0,143.28,19.99
2024-01-28,Wireless Earbuds Pro,Audio,10,799.9,350,0,89.67,79.99
2024-01-28,Smart Watch Ultra,Wearables,5,1499.95,750,0,113.46,299.99
2024-01-28,Laptop Stand Premium,Accessories,8,399.92,144,0,132.96,49.99
2024-01-28,USB-C Hub 7-in-1,Accessories,14,559.86,210,1,300.45,39.99
2024-01-28,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,152.37,129.99
2024-01-28,Gaming Mouse Pro,Peripherals,9,629.91,252,0,144.77,69.99
2024-01-28,Webcam 4K,Peripherals,6,539.94,240,0,58.56,89.99
2024-01-28,Portable SSD 1TB,Storage,7,839.93,420,0,141.0,119.99
2024-01-28,Phone Case Premium,Accessories,17,424.83,136,0,207.6,24.99
2024-01-28,Screen Protector 3-Pack,Accessories,21,314.79,84,1,354.62,14.99
2024-01-28,Wireless Charger Fast,Accessories,12,419.88,144,0,153.71,34.99
2024-01-28,Bluetooth Speaker,Audio,9,539.91,225,0,163.48,59.99
2024-01-28,Noise Cancelling Headphones,Audio,4,799.96,360,0,38.43,199.99
2024-01-28,Tablet Stand Adjustable,Accessories,11,329.89,110,0,223.34,29.99
2024-01-28,Cable Organizer Set,Accessories,15,299.85,90,2,342.69,19.99
2024-01-29,Wireless Earbuds Pro,Audio,14,1119.86,490,0,195.26,79.99
2024-01-29,Smart Watch Ultra,Wearables,7,2099.93,1050,0,102.64,299.99
2024-01-29,Laptop Stand Premium,Accessories,11,549.89,198,1,145.89,49.99
2024-01-29,USB-C Hub 7-in-1,Accessories,19,759.81,285,2,414.66,39.99
2024-01-29,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,1,185.03,129.99
2024-01-29,Gaming Mouse Pro,Peripherals,13,909.87,364,1,246.77,69.99
2024-01-29,Webcam 4K,Peripherals,8,719.92,320,0,113.31,89.99
2024-01-29,Portable SSD 1TB,Storage,10,1199.9,600,0,241.1,119.99
2024-01-29,Phone Case Premium,Accessories,23,574.77,184,1,237.79,24.99
2024-01-29,Screen Protector 3-Pack,Accessories,28,377.75,112,3,272.14,13.49
2024-01-29,Wireless Charger Fast,Accessories,17,594.83,204,2,391.38,34.99
2024-01-29,Bluetooth Speaker,Audio,12,647.89,300,0,252.33,53.99
2024-01-29,Noise Cancelling Headphones,Audio,6,1199.94,540,0,64.55,199.99
2024-01-29,Tablet Stand Adjustable,Accessories,15,449.85,150,1,326.31,29.99
2024-01-29,Cable Organizer Set,Accessories,20,399.8,120,1,299.69,19.99
2024-01-30,Wireless Earbuds Pro,Audio,15,1199.85,525,1,192.66,79.99
2024-01-30,Smart Watch Ultra,Wearables,8,2399.92,1200,0,136.63,299.99
2024-01-30,Laptop Stand Premium,Accessories,12,599.88,216,1,191.68,49.99
2024-01-30,USB-C Hub 7-in-1,Accessories,21,839.79,315,1,506.13,39.99
2024-01-30,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,127.9,129.99
2024-01-30,Gaming Mouse Pro,Peripherals,14,979.86,392,1,341.97,69.99
2024-01-30,Webcam 4K,Peripherals,9,809.91,360,1,93.17,89.99
2024-01-30,Portable SSD 1TB,Storage,11,1319.89,660,1,251.46,119.99
2024-01-30,Phone Case Premium,Accessories,26,649.74,208,0,581.88,24.99
2024-01-30,Screen Protector 3-Pack,Accessories,31,464.69,124,1,650.16,14.99
2024-01-30,Wireless Charger Fast,Accessories,18,629.82,216,2,189.09,34.99
2024-01-30,Bluetooth Speaker,Audio,13,779.87,325,1,153.07,59.99
2024-01-30,Noise Cancelling Headphones,Audio,7,1399.93,630,0,59.17,199.99
2024-01-30,Tablet Stand Adjustable,Accessories,16,431.86,160,1,192.13,26.99
2024-01-30,Cable Organizer Set,Accessories,23,459.77,138,1,195.02,19.99
2024-01-31,Wireless Earbuds Pro,Audio,16,1279.84,560,1,343.26,79.99
2024-01-31,Smart Watch Ultra,Wearables,9,2699.91,1350,0,198.95,299.99
2024-01-31,Laptop Stand Premium,Accessories,13,649.87,234,0,259.92,49.99
2024-01-31,USB-C Hub 7-in-1,Accessories,22,879.78,330,0,205.63,39.99
2024-01-31,Mechanical Keyboard RGB,Peripherals,11,1429.89,605,1,190.63,129.99
2024-01-31,Gaming Mouse Pro,Peripherals,15,1049.85,420,1,148.35,69.99
2024-01-31,Webcam 4K,Peripherals,10,899.9,400,0,88.12,89.99
2024-01-31,Portable SSD 1TB,Storage,12,1439.88,720,1,189.25,119.99
2024-01-31,Phone Case Premium,Accessories,28,699.72,224,3,508.05,24.99
2024-01-31,Screen Protector 3-Pack,Accessories,33,445.2,132,2,399.73,13.49
2024-01-31,Wireless Charger Fast,Accessories,20,699.8,240,1,369.04,34.99
2024-01-31,Bluetooth Speaker,Audio,14,839.86,350,1,270.12,59.99
2024-01-31,Noise Cancelling Headphones,Audio,7,1259.94,630,1,64.05,179.99
2024-01-31,Tablet Stand Adjustable,Accessories,18,539.82,180,1,446.43,29.99
2024-01-31,Cable Organizer Set,Accessories,24,479.76,144,1,383.82,19.99
2024-02-01,Wireless Earbuds Pro,Audio,15,1199.85,525,0,124.14,79.99
2024-02-01,Smart Watch Ultra,Wearables,8,2399.92,1200,0,163.68,299.99
2024-02-01,Laptop Stand Premium,Accessories,12,599.88,216,1,245.98,49.99
2024-02-01,USB-C Hub 7-in-1,Accessories,20,799.8,300,0,345.64,39.99
2024-02-01,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,212.45,129.99
2024-02-01,Gaming Mouse Pro,Peripherals,14,979.86,392,1,262.35,69.99
2024-02-01,Webcam 4K,Peripherals,9,809.91,360,0,190.76,89.99
2024-02-01,Portable SSD 1TB,Storage,11,1319.89,660,0,96.19,119.99
2024-02-01,Phone Case Premium,Accessories,26,649.74,208,0,620.55,24.99
2024-02-01,Screen Protector 3-Pack,Accessories,31,464.69,124,4,534.18,14.99
2024-02-01,Wireless Charger Fast,Accessories,18,629.82,216,2,202.48,34.99
2024-02-01,Bluetooth Speaker,Audio,13,779.87,325,1,295.34,59.99
2024-02-01,Noise Cancelling Headphones,Audio,7,1399.93,630,0,99.79,199.99
2024-02-01,Tablet Stand Adjustable,Accessories,16,479.84,160,1,371.34,29.99
2024-02-01,Cable Organizer Set,Accessories,22,439.78,132,3,361.58,19.99
2024-02-02,Wireless Earbuds Pro,Audio,14,1119.86,490,1,302.67,79.99
2024-02-02,Smart Watch Ultra,Wearables,7,2099.93,1050,0,127.69,299.99
2024-02-02,Laptop Stand Premium,Accessories,11,549.89,198,1,148.07,49.99
2024-02-02,USB-C Hub 7-in-1,Accessories,19,683.83,285,2,251.0,35.99
2024-02-02,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,177.53,129.99
2024-02-02,Gaming Mouse Pro,Peripherals,13,909.87,364,0,296.28,69.99
2024-02-02,Webcam 4K,Peripherals,8,719.92,320,1,101.34,89.99
2024-02-02,Portable SSD 1TB,Storage,10,1199.9,600,1,92.76,119.99
2024-02-02,Phone Case Premium,Accessories,24,599.76,192,1,518.85,24.99
2024-02-02,Screen Protector 3-Pack,Accessories,29,434.71,116,4,302.39,14.99
2024-02-02,Wireless Charger Fast,Accessories,17,594.83,204,2,146.06,34.99
2024-02-02,Bluetooth Speaker,Audio,12,647.89,300,1,170.73,53.99
2024-02-02,Noise Cancelling Headphones,Audio,6,1199.94,540,0,109.72,199.99
2024-02-02,Tablet Stand Adjustable,Accessories,15,449.85,150,2,214.86,29.99
2024-02-02,Cable Organizer Set,Accessories,21,419.79,126,1,357.02,19.99
2024-02-03,Wireless Earbuds Pro,Audio,10,799.9,350,0,99.29,79.99
2024-02-03,Smart Watch Ultra,Wearables,5,1499.95,750,0,72.89,299.99
2024-02-03,Laptop Stand Premium,Accessories,8,399.92,144,0,99.4,49.99
2024-02-03,USB-C Hub 7-in-1,Accessories,13,519.87,195,1,167.11,39.99
2024-02-03,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,60.51,129.99
2024-02-03,Gaming Mouse Pro,Peripherals,9,629.91,252,0,209.5,69.99
2024-02-03,Webcam 4K,Peripherals,6,539.94,240,0,117.56,89.99
2024-02-03,Portable SSD 1TB,Storage,7,839.93,420,0,97.34,119.99
2024-02-03,Phone Case Premium,Accessories,16,359.86,128,1,370.44,22.49
2024-02-03,Screen Protector 3-Pack,Accessories,20,299.8,80,2,475.29,14.99
2024-02-03,Wireless Charger Fast,Accessories,12,419.88,144,1,199.79,34.99
2024-02-03,Bluetooth Speaker,Audio,8,479.92,200,0,82.89,59.99
2024-02-03,Noise Cancelling Headphones,Audio,4,719.96,360,0,57.09,179.99
2024-02-03,Tablet Stand Adjustable,Accessories,10,299.9,100,0,184.03,29.99
2024-02-03,Cable Organizer Set,Accessories,14,251.87,84,0,349.9,17.99
2024-02-04,Wireless Earbuds Pro,Audio,11,879.89,385,1,241.96,79.99
2024-02-04,Smart Watch Ultra,Wearables,5,1349.96,750,0,94.6,269.99
2024-02-04,Laptop Stand Premium,Accessories,8,399.92,144,0,110.85,49.99
2024-02-04,USB-C Hub 7-in-1,Accessories,14,559.86,210,1,264.27,39.99
2024-02-04,Mechanical Keyboard RGB,Peripherals,7,909.93,385,1,107.48,129.99
2024-02-04,Gaming Mouse Pro,Peripherals,10,699.9,280,0,101.11,69.99
2024-02-04,Webcam 4K,Peripherals,6,539.94,240,0,80.91,89.99
2024-02-04,Portable SSD 1TB,Storage,8,959.92,480,0,191.96,119.99
2024-02-04,Phone Case Premium,Accessories,18,449.82,144,2,220.69,24.99
2024-02-04,Screen Protector 3-Pack,Accessories,22,329.78,88,2,222.81,14.99
2024-02-04,Wireless Charger Fast,Accessories,13,454.87,156,1,215.07,34.99
2024-02-04,Bluetooth Speaker,Audio,9,539.91,225,1,95.59,59.99
2024-02-04,Noise Cancelling Headphones,Audio,5,999.95,450,0,91.44,199.99
2024-02-04,Tablet Stand Adjustable,Accessories,11,329.89,110,1,242.32,29.99
2024-02-04,Cable Organizer Set,Accessories,16,287.86,96,0,302.48,17.99
2024-02-05,Wireless Earbuds Pro,Audio,15,1199.85,525,1,226.23,79.99
2024-02-05,Smart Watch Ultra,Wearables,8,2399.92,1200,0,149.29,299.99
2024-02-05,Laptop Stand Premium,Accessories,12,599.88,216,1,194.52,49.99
2024-02-05,USB-C Hub 7-in-1,Accessories,20,799.8,300,2,261.13,39.99
2024-02-05,Mechanical Keyboard RGB,Peripherals,10,1169.91,550,0,154.73,116.99
2024-02-05,Gaming Mouse Pro,Peripherals,14,979.86,392,0,256.39,69.99
2024-02-05,Webcam 4K,Peripherals,9,809.91,360,1,184.33,89.99
2024-02-05,Portable SSD 1TB,Storage,11,1319.89,660,1,112.45,119.99
2024-02-05,Phone Case Premium,Accessories,25,624.75,200,2,335.62,24.99
2024-02-05,Screen Protector 3-Pack,Accessories,30,449.7,120,1,366.44,14.99
2024-02-05,Wireless Charger Fast,Accessories,18,566.84,216,1,261.55,31.49
2024-02-05,Bluetooth Speaker,Audio,13,779.87,325,0,295.23,59.99
2024-02-05,Noise Cancelling Headphones,Audio,7,1399.93,630,0,124.74,199.99
2024-02-05,Tablet Stand Adjustable,Accessories,16,479.84,160,1,263.53,29.99
2024-02-05,Cable Organizer Set,Accessories,22,439.78,132,1,291.39,19.99
2024-02-06,Wireless Earbuds Pro,Audio,12,959.88,420,1,293.2,79.99
2024-02-06,Smart Watch Ultra,Wearables,6,1799.94,900,0,53.16,299.99
2024-02-06,Laptop Stand Premium,Accessories,10,499.9,180,1,191.22,49.99
2024-02-06,USB-C Hub 7-in-1,Accessories,17,679.83,255,1,380.83,39.99
2024-02-06,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,1,162.94,129.99
2024-02-06,Gaming Mouse Pro,Peripherals,11,769.89,308,0,162.91,69.99
2024-02-06,Webcam 4K,Peripherals,7,629.93,280,0,121.83,89.99
2024-02-06,Portable SSD 1TB,Storage,9,971.92,540,0,188.95,107.99
2024-02-06,Phone Case Premium,Accessories,21,524.79,168,3,410.9,24.99
2024-02-06,Screen Protector 3-Pack,Accessories,25,374.75,100,3,367.41,14.99
2024-02-06,Wireless Charger Fast,Accessories,15,524.85,180,0,359.43,34.99
2024-02-06,Bluetooth Speaker,Audio,11,659.89,275,0,183.21,59.99
2024-02-06,Noise Cancelling Headphones,Audio,5,999.95,450,0,51.65,199.99
2024-02-06,Tablet Stand Adjustable,Accessories,13,389.87,130,1,204.99,29.99
2024-02-06,Cable Organizer Set,Accessories,18,359.82,108,1,244.36,19.99
2024-02-07,Wireless Earbuds Pro,Audio,15,1199.85,525,2,308.53,79.99
2024-02-07,Smart Watch Ultra,Wearables,8,2399.92,1200,0,176.65,299.99
2024-02-07,Laptop Stand Premium,Accessories,12,599.88,216,1,157.16,49.99
2024-02-07,USB-C Hub 7-in-1,Accessories,20,799.8,300,1,389.09,39.99
2024-02-07,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,215.45,129.99
2024-02-07,Gaming Mouse Pro,Peripherals,14,979.86,392,1,118.34,69.99
2024-02-07,Webcam 4K,Peripherals,9,809.91,360,1,191.78,89.99
2024-02-07,Portable SSD 1TB,Storage,11,1319.89,660,1,222.9,119.99
2024-02-07,Phone Case Premium,Accessories,25,624.75,200,1,467.34,24.99
2024-02-07,Screen Protector 3-Pack,Accessories,31,464.69,124,4,325.88,14.99
2024-02-07,Wireless Charger Fast,Accessories,18,629.82,216,0,434.15,34.99
2024-02-07,Bluetooth Speaker,Audio,13,779.87,325,0,173.33,59.99
2024-02-07,Noise Cancelling Headphones,Audio,7,1399.93,630,0,104.83,199.99
2024-02-07,Tablet Stand Adjustable,Accessories,16,479.84,160,2,365.41,29.99
2024-02-07,Cable Organizer Set,Accessories,22,439.78,132,0,227.64,19.99
2024-02-08,Wireless Earbuds Pro,Audio,13,1039.87,455,1,220.13,79.99
2024-02-08,Smart Watch Ultra,Wearables,7,2099.93,1050,0,164.54,299.99
2024-02-08,Laptop Stand Premium,Accessories,10,499.9,180,0,211.24,49.99
2024-02-08,USB-C Hub 7-in-1,Accessories,18,719.82,270,1,356.15,39.99
2024-02-08,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,109.72,129.99
2024-02-08,Gaming Mouse Pro,Peripherals,12,839.88,336,0,294.47,69.99
2024-02-08,Webcam 4K,Peripherals,8,719.92,320,0,92.19,89.99
2024-02-08,Portable SSD 1TB,Storage,10,1199.9,600,0,139.3,119.99
2024-02-08,Phone Case Premium,Accessories,22,549.78,176,2,278.27,24.99
2024-02-08,Screen Protector 3-Pack,Accessories,27,404.73,108,2,390.28,14.99
2024-02-08,Wireless Charger Fast,Accessories,16,559.84,192,2,387.65,34.99
2024-02-08,Bluetooth Speaker,Audio,11,659.89,275,0,141.79,59.99
2024-02-08,Noise Cancelling Headphones,Audio,6,1199.94,540,0,93.12,199.99
2024-02-08,Tablet Stand Adjustable,Accessories,14,419.86,140,1,160.09,29.99
2024-02-08,Cable Organizer Set,Accessories,20,399.8,120,2,396.7,19.99
2024-02-09,Wireless Earbuds Pro,Audio,13,1039.87,455,1,157.58,79.99
2024-02-09,Smart Watch Ultra,Wearables,7,2099.93,1050,0,131.92,299.99
2024-02-09,Laptop Stand Premium,Accessories,10,449.91,180,0,201.95,44.99
2024-02-09,USB-C Hub 7-in-1,Accessories,17,679.83,255,2,137.5,39.99
2024-02-09,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,1,119.34,129.99
2024-02-09,Gaming Mouse Pro,Peripherals,12,839.88,336,1,193.4,69.99
2024-02-09,Webcam 4K,Peripherals,8,719.92,320,1,107.68,89.99
2024-02-09,Portable SSD 1TB,Storage,9,1079.91,540,1,85.69,119.99
2024-02-09,Phone Case Premium,Accessories,22,549.78,176,1,446.45,24.99
2024-02-09,Screen Protector 3-Pack,Accessories,26,389.74,104,3,285.38,14.99
2024-02-09,Wireless Charger Fast,Accessories,16,559.84,192,0,378.14,34.99
2024-02-09,Bluetooth Speaker,Audio,11,659.89,275,0,180.64,59.99
2024-02-09,Noise Cancelling Headphones,Audio,6,1199.94,540,0,142.46,199.99
2024-02-09,Tablet Stand Adjustable,Accessories,14,419.86,140,0,247.17,29.99
2024-02-09,Cable Organizer Set,Accessories,19,379.81,114,2,243.91,19.99
2024-02-10,Wireless Earbuds Pro,Audio,12,959.88,420,1,287.47,79.99
2024-02-10,Smart Watch Ultra,Wearables,6,1799.94,900,0,67.67,299.99
2024-02-10,Laptop Stand Premium,Accessories,9,449.91,162,0,142.21,49.99
2024-02-10,USB-C Hub 7-in-1,Accessories,16,639.84,240,0,328.36,39.99
2024-02-10,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,0,166.99,129.99
2024-02-10,Gaming Mouse Pro,Peripherals,11,769.89,308,1,255.75,69.99
2024-02-10,Webcam 4K,Peripherals,7,629.93,280,0,66.32,89.99
2024-02-10,Portable SSD 1TB,Storage,8,959.92,480,0,83.12,119.99
2024-02-10,Phone Case Premium,Accessories,20,499.8,160,1,248.67,24.99
2024-02-10,Screen Protector 3-Pack,Accessories,24,359.76,96,2,581.25,14.99
2024-02-10,Wireless Charger Fast,Accessories,14,489.86,168,1,114.72,34.99
2024-02-10,Bluetooth Speaker,Audio,10,599.9,250,1,90.56,59.99
2024-02-10,Noise Cancelling Headphones,Audio,5,999.95,450,0,74.46,199.99
2024-02-10,Tablet Stand Adjustable,Accessories,12,359.88,120,1,239.53,29.99
2024-02-10,Cable Organizer Set,Accessories,17,339.83,102,0,400.76,19.99
2024-02-11,Wireless Earbuds Pro,Audio,9,719.91,315,0,92.44,79.99
2024-02-11,Smart Watch Ultra,Wearables,5,1499.95,750,0,91.49,299.99
2024-02-11,Laptop Stand Premium,Accessories,7,349.93,126,0,112.03,49.99
2024-02-11,USB-C Hub 7-in-1,Accessories,13,519.87,195,1,152.27,39.99
2024-02-11,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,137.06,129.99
2024-02-11,Gaming Mouse Pro,Peripherals,9,566.92,252,0,179.68,62.99
2024-02-11,Webcam 4K,Peripherals,5,404.95,200,0,45.25,80.99
2024-02-11,Portable SSD 1TB,Storage,7,839.93,420,0,124.15,119.99
2024-02-11,Phone Case Premium,Accessories,16,399.84,128,1,269.53,24.99
2024-02-11,Screen Protector 3-Pack,Accessories,19,284.81,76,0,340.36,14.99
2024-02-11,Wireless Charger Fast,Accessories,11,346.4,132,0,239.23,31.49
2024-02-11,Bluetooth Speaker,Audio,8,479.92,200,0,126.12,59.99
2024-02-11,Tablet Stand Adjustable,Accessories,10,299.9,100,1,202.96,29.99
2024-02-11,Cable Organizer Set,Accessories,14,279.86,84,1,289.5,19.99
2024-02-12,Wireless Earbuds Pro,Audio,15,1079.87,525,0,136.26,71.99
2024-02-12,Smart Watch Ultra,Wearables,8,2399.92,1200,1,73.39,299.99
2024-02-12,Laptop Stand Premium,Accessories,12,599.88,216,0,179.41,49.99
2024-02-12,USB-C Hub 7-in-1,Accessories,20,799.8,300,2,492.63,39.99
2024-02-12,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,248.79,129.99
2024-02-12,Gaming Mouse Pro,Peripherals,14,979.86,392,1,327.81,69.99
2024-02-12,Webcam 4K,Peripherals,9,809.91,360,0,173.25,89.99
2024-02-12,Portable SSD 1TB,Storage,11,1319.89,660,1,153.03,119.99
2024-02-12,Phone Case Premium,Accessories,25,624.75,200,2,424.76,24.99
2024-02-12,Screen Protector 3-Pack,Accessories,30,449.7,120,1,241.77,14.99
2024-02-12,Wireless Charger Fast,Accessories,18,566.84,216,1,350.09,31.49
2024-02-12,Bluetooth Speaker,Audio,13,779.87,325,1,285.96,59.99
2024-02-12,Noise Cancelling Headphones,Audio,7,1399.93,630,0,88.8,199.99
